index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_0,5,D,GPl_14,C,0
1,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_1,3,C,TTPl_16,C,3
2,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_2,5,D,TTPl_5,C,0
3,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_3,5,D,GPl_11,C,0
4,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_4,1,D,RPl_9,D,1
5,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_5,0,C,RPl_17,D,5
6,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_6,3,C,RPl_7,C,3
7,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_7,3,C,RPl_6,C,3
8,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_8,5,D,TTPl_12,C,0
9,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_9,1,D,RPl_4,D,1
10,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_10,0,C,BPl_10,D,5
11,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_11,5,D,RPl_19,C,0
12,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_12,1,D,BPl_3,D,1
13,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_13,3,C,GPl_10,C,3
14,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_14,3,C,GPl_19,C,3
15,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_15,0,C,BPl_16,D,5
16,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_16,3,C,GPl_0,C,3
17,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_17,5,D,RPl_5,C,0
18,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_18,1,D,BPl_15,D,1
19,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,RPl_19,0,C,RPl_11,D,5
20,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_0,5,D,GPl_12,C,0
21,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_1,0,C,BPl_8,D,5
22,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_2,0,C,BPl_19,D,5
23,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_3,5,D,TTPl_1,C,0
24,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_4,3,C,GPl_13,C,3
25,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,RPl_5,3,C,RPl_19,C,3
