index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_0,3,C,TTPl_1,C,3
1,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_1,3,C,TTPl_0,C,3
2,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_2,0,C,BPl_9,D,5
3,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_3,3,C,TTPl_10,C,3
4,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_4,3,C,TTPl_17,C,3
5,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_5,0,C,RPl_2,D,5
6,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_6,0,C,BPl_19,D,5
7,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_7,0,C,BPl_17,D,5
8,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_8,3,C,TTPl_19,C,3
9,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_9,3,C,GPl_3,C,3
10,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_10,3,C,TTPl_3,C,3
11,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_11,0,C,BPl_2,D,5
12,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_12,0,C,RPl_8,D,5
13,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_13,0,C,BPl_4,D,5
14,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_14,3,C,GPl_13,C,3
15,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_15,3,C,GPl_9,C,3
16,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_16,3,C,RPl_1,C,3
17,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_17,3,C,TTPl_4,C,3
18,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_18,0,C,BPl_14,D,5
19,ipd,ipd,Scenario1,0,0,2021-05-20T22:21,TTPl_19,3,C,TTPl_8,C,3
20,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_0,0,C,BPl_7,D,5
21,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_1,0,C,RPl_3,D,5
22,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_2,3,C,GPl_3,C,3
23,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_3,0,C,RPl_12,D,5
24,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_4,3,C,GPl_18,C,3
25,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_5,3,C,GPl_11,C,3
26,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_6,3,C,RPl_6,C,3
27,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_7,3,C,RPl_11,C,3
28,ipd,ipd,Scenario1,0,1,2021-05-20T22:21,TTPl_8,3,C,TTPl_14,C,3
