index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_0,0,C,BPl_19,D,5
1,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_1,3,C,TTPl_18,C,3
2,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_2,3,C,RPl_1,C,3
3,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_3,0,C,BPl_18,D,5
4,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_4,3,C,GPl_11,C,3
5,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_5,0,C,BPl_14,D,5
6,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_6,3,C,TTPl_1,C,3
7,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_7,3,C,RPl_16,C,3
8,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_8,3,C,GPl_17,C,3
9,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_9,3,C,RPl_7,C,3
10,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_10,0,C,BPl_7,D,5
11,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_11,3,C,GPl_4,C,3
12,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_12,0,C,RPl_15,D,5
13,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_13,3,C,TTPl_13,C,3
14,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_14,0,C,RPl_8,D,5
15,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_15,0,C,RPl_4,D,5
16,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_16,3,C,RPl_6,C,3
17,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_17,3,C,GPl_8,C,3
18,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_18,3,C,TTPl_2,C,3
19,ipd,ipd,Scenario1,0,0,2021-05-20T01:11,GPl_19,3,C,TTPl_19,C,3
20,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_0,3,C,RPl_14,C,3
21,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_1,3,C,GPl_19,C,3
22,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_2,0,C,BPl_5,D,5
23,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_3,3,C,TTPl_17,C,3
24,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_4,3,C,TTPl_8,C,3
25,ipd,ipd,Scenario1,0,1,2021-05-20T01:11,GPl_5,3,C,RPl_17,C,3
