index_no,model,simulation,scenario,run,step,time,agent_name,payoff,my_play,other_play
321,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_0,1,D,D
322,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_1,5,D,C
323,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_2,1,D,D
324,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_3,5,D,C
325,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_4,1,D,D
326,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_5,1,D,D
327,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_6,1,D,D
328,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_7,5,D,C
329,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_8,1,D,D
330,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_9,5,D,C
331,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_10,5,D,C
332,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_11,5,D,C
333,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_12,1,D,D
334,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_13,5,D,C
335,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_14,1,D,D
336,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_15,5,D,C
337,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_16,5,D,C
338,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_17,1,D,D
339,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_18,5,D,C
340,ipd,ipd,Scenario1,0,16,2020-06-17T18:43,BPl_19,1,D,D
341,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_0,5,D,C
342,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_1,1,D,D
343,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_2,1,D,D
344,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_3,5,D,C
345,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_4,1,D,D
346,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_5,5,D,C
347,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_6,1,D,D
348,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_7,1,D,D
349,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_8,1,D,D
350,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_9,1,D,D
351,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_10,1,D,D
352,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_11,5,D,C
353,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_12,5,D,C
354,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_13,1,D,D
355,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_14,1,D,D
356,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_15,5,D,C
357,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_16,5,D,C
358,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_17,5,D,C
359,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_18,1,D,D
360,ipd,ipd,Scenario1,0,17,2020-06-17T18:43,BPl_19,1,D,D
361,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_0,5,D,C
362,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_1,5,D,C
363,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_2,1,D,D
364,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_3,1,D,D
365,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_4,1,D,D
366,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_5,5,D,C
367,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_6,1,D,D
368,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_7,1,D,D
369,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_8,5,D,C
370,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_9,5,D,C
371,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_10,5,D,C
372,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_11,5,D,C
373,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_12,5,D,C
374,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_13,5,D,C
375,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_14,5,D,C
376,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_15,1,D,D
377,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_16,1,D,D
378,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_17,1,D,D
379,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_18,5,D,C
380,ipd,ipd,Scenario1,0,18,2020-06-17T18:43,BPl_19,1,D,D
381,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_0,5,D,C
382,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_1,5,D,C
383,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_2,5,D,C
384,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_3,5,D,C
385,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_4,1,D,D
386,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_5,1,D,D
387,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_6,1,D,D
388,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_7,5,D,C
389,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_8,1,D,D
390,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_9,1,D,D
391,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_10,5,D,C
392,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_11,1,D,D
393,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_12,5,D,C
394,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_13,5,D,C
395,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_14,5,D,C
396,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_15,1,D,D
397,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_16,1,D,D
398,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_17,5,D,C
399,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_18,5,D,C
400,ipd,ipd,Scenario1,0,19,2020-06-17T18:43,BPl_19,5,D,C
401,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_0,5,D,C
402,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_1,5,D,C
403,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_2,5,D,C
404,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_3,5,D,C
405,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_4,1,D,D
406,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_5,1,D,D
407,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_6,1,D,D
408,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_7,1,D,D
409,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_8,1,D,D
410,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_9,5,D,C
411,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_10,1,D,D
412,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_11,1,D,D
413,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_12,5,D,C
414,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_13,5,D,C
415,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_14,1,D,D
416,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_15,1,D,D
417,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_16,1,D,D
418,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_17,5,D,C
419,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_18,1,D,D
420,ipd,ipd,Scenario1,0,20,2020-06-17T18:43,BPl_19,1,D,D
421,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_0,5,D,C
422,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_1,1,D,D
423,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_2,1,D,D
424,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_3,1,D,D
425,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_4,5,D,C
426,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_5,5,D,C
427,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_6,1,D,D
428,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_7,1,D,D
429,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_8,1,D,D
430,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_9,5,D,C
431,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_10,5,D,C
432,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_11,1,D,D
433,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_12,1,D,D
434,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_13,1,D,D
435,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_14,1,D,D
436,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_15,5,D,C
437,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_16,5,D,C
438,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_17,5,D,C
439,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_18,5,D,C
440,ipd,ipd,Scenario1,0,21,2020-06-17T18:43,BPl_19,5,D,C
441,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_0,1,D,D
442,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_1,5,D,C
443,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_2,5,D,C
444,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_3,5,D,C
445,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_4,1,D,D
446,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_5,1,D,D
447,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_6,1,D,D
448,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_7,5,D,C
449,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_8,5,D,C
450,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_9,1,D,D
451,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_10,1,D,D
452,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_11,5,D,C
453,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_12,1,D,D
454,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_13,5,D,C
455,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_14,1,D,D
456,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_15,1,D,D
457,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_16,5,D,C
458,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_17,5,D,C
459,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_18,1,D,D
460,ipd,ipd,Scenario1,0,22,2020-06-17T18:43,BPl_19,5,D,C
461,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_0,5,D,C
462,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_1,1,D,D
463,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_2,1,D,D
464,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_3,5,D,C
465,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_4,5,D,C
466,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_5,1,D,D
467,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_6,5,D,C
468,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_7,5,D,C
469,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_8,1,D,D
470,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_9,5,D,C
471,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_10,5,D,C
472,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_11,5,D,C
473,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_12,5,D,C
474,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_13,1,D,D
475,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_14,5,D,C
476,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_15,5,D,C
477,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_16,1,D,D
478,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_17,1,D,D
479,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_18,5,D,C
480,ipd,ipd,Scenario1,0,23,2020-06-17T18:43,BPl_19,5,D,C
481,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_0,5,D,C
482,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_1,1,D,D
483,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_2,1,D,D
484,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_3,5,D,C
485,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_4,1,D,D
486,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_5,1,D,D
487,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_6,1,D,D
488,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_7,5,D,C
489,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_8,5,D,C
490,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_9,5,D,C
491,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_10,1,D,D
492,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_11,1,D,D
493,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_12,5,D,C
494,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_13,1,D,D
495,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_14,5,D,C
496,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_15,5,D,C
497,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_16,5,D,C
498,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_17,1,D,D
499,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_18,5,D,C
500,ipd,ipd,Scenario1,0,24,2020-06-17T18:43,BPl_19,5,D,C
501,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_0,1,D,D
502,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_1,1,D,D
503,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_2,5,D,C
504,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_3,1,D,D
505,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_4,5,D,C
506,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_5,1,D,D
507,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_6,1,D,D
508,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_7,5,D,C
509,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_8,1,D,D
510,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_9,1,D,D
511,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_10,1,D,D
512,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_11,1,D,D
513,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_12,1,D,D
514,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_13,5,D,C
515,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_14,5,D,C
516,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_15,1,D,D
517,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_16,1,D,D
518,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_17,1,D,D
519,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_18,5,D,C
520,ipd,ipd,Scenario1,0,25,2020-06-17T18:43,BPl_19,1,D,D
521,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_0,5,D,C
522,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_1,1,D,D
523,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_2,5,D,C
524,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_3,1,D,D
525,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_4,1,D,D
526,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_5,5,D,C
527,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_6,5,D,C
528,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_7,5,D,C
529,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_8,5,D,C
530,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_9,1,D,D
531,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_10,1,D,D
532,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_11,5,D,C
533,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_12,5,D,C
534,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_13,5,D,C
535,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_14,1,D,D
536,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_15,1,D,D
537,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_16,1,D,D
538,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_17,5,D,C
539,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_18,1,D,D
540,ipd,ipd,Scenario1,0,26,2020-06-17T18:43,BPl_19,1,D,D
541,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_0,1,D,D
542,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_1,5,D,C
543,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_2,5,D,C
544,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_3,5,D,C
545,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_4,1,D,D
546,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_5,5,D,C
547,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_6,5,D,C
548,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_7,1,D,D
549,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_8,5,D,C
550,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_9,1,D,D
551,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_10,5,D,C
552,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_11,1,D,D
553,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_12,1,D,D
554,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_13,1,D,D
555,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_14,5,D,C
556,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_15,5,D,C
557,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_16,1,D,D
558,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_17,5,D,C
559,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_18,1,D,D
560,ipd,ipd,Scenario1,0,27,2020-06-17T18:43,BPl_19,1,D,D
561,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_0,5,D,C
562,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_1,1,D,D
563,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_2,1,D,D
564,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_3,1,D,D
565,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_4,5,D,C
566,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_5,1,D,D
567,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_6,1,D,D
568,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_7,5,D,C
569,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_8,5,D,C
570,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_9,1,D,D
571,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_10,5,D,C
572,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_11,1,D,D
573,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_12,5,D,C
574,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_13,5,D,C
575,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_14,1,D,D
576,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_15,1,D,D
577,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_16,1,D,D
578,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_17,1,D,D
579,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_18,5,D,C
580,ipd,ipd,Scenario1,0,28,2020-06-17T18:43,BPl_19,1,D,D
581,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_0,1,D,D
582,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_1,5,D,C
583,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_2,1,D,D
584,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_3,1,D,D
585,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_4,5,D,C
586,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_5,1,D,D
587,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_6,5,D,C
588,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_7,1,D,D
589,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_8,5,D,C
590,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_9,5,D,C
591,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_10,1,D,D
592,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_11,1,D,D
593,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_12,5,D,C
594,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_13,1,D,D
595,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_14,1,D,D
596,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_15,1,D,D
597,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_16,5,D,C
598,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_17,1,D,D
599,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_18,5,D,C
600,ipd,ipd,Scenario1,0,29,2020-06-17T18:43,BPl_19,1,D,D
601,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_0,1,D,D
602,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_1,5,D,C
603,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_2,1,D,D
604,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_3,1,D,D
605,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_4,1,D,D
606,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_5,1,D,D
607,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_6,5,D,C
608,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_7,5,D,C
609,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_8,5,D,C
610,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_9,1,D,D
611,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_10,1,D,D
612,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_11,5,D,C
613,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_12,5,D,C
614,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_13,5,D,C
615,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_14,1,D,D
616,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_15,5,D,C
617,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_16,1,D,D
618,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_17,5,D,C
619,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_18,5,D,C
620,ipd,ipd,Scenario1,0,30,2020-06-17T18:43,BPl_19,1,D,D
621,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_0,1,D,D
622,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_1,1,D,D
623,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_2,5,D,C
624,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_3,5,D,C
625,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_4,5,D,C
626,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_5,1,D,D
627,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_6,5,D,C
628,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_7,1,D,D
629,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_8,1,D,D
630,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_9,5,D,C
631,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_10,5,D,C
632,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_11,5,D,C
633,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_12,5,D,C
634,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_13,5,D,C
635,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_14,1,D,D
636,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_15,5,D,C
637,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_16,5,D,C
638,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_17,1,D,D
639,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_18,5,D,C
640,ipd,ipd,Scenario1,0,31,2020-06-17T18:43,BPl_19,5,D,C
641,ipd,ipd,Scenario1,0,32,2020-06-17T18:43,BPl_0,5,D,C
642,ipd,ipd,Scenario1,0,32,2020-06-17T18:43,BPl_1,5,D,C
643,ipd,ipd,Scenario1,0,32,2020-06-17T18:43,BPl_2,5,D,C
644,ipd,ipd,Scenario1,0,32,2020-06-17T18:43,BPl_3,5,D,C
