index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,9,99,2020-10-12T13:24,TTPl_0,0,C,TTPl_17,D,5
1,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_1,3,C,GPl_0,C,3
2,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_2,0,C,BPl_17,D,5
3,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_3,3,C,TTPl_7,C,3
4,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_4,3,C,TTPl_6,C,3
5,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_5,3,C,TTPl_15,C,3
6,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_6,3,C,TTPl_4,C,3
7,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_7,3,C,TTPl_3,C,3
8,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_8,3,C,TTPl_0,C,3
9,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_9,3,C,GPl_14,C,3
10,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_10,0,C,RPl_6,D,5
11,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_11,3,C,RPl_2,C,3
12,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_12,0,C,BPl_10,D,5
13,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_13,3,C,GPl_5,C,3
14,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_14,3,C,RPl_8,C,3
15,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_15,3,C,TTPl_5,C,3
16,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_16,3,C,RPl_19,C,3
17,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_17,3,C,GPl_8,C,3
18,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_18,0,C,RPl_1,D,5
19,ipd,ipd,Scenario1,0,0,2020-10-12T13:24,TTPl_19,3,C,GPl_19,C,3
20,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_1,0,C,BPl_14,D,5
21,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_2,3,C,GPl_19,C,3
22,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_3,3,C,RPl_3,C,3
23,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_4,0,C,RPl_6,D,5
24,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_5,0,C,BPl_15,D,5
25,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_6,3,C,RPl_12,C,3
26,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_7,3,C,RPl_19,C,3
27,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_8,3,C,GPl_18,C,3
28,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_9,0,C,BPl_12,D,5
29,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_10,3,C,RPl_2,C,3
30,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_11,3,C,GPl_8,C,3
31,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_12,3,C,GPl_9,C,3
32,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_13,0,C,BPl_13,D,5
33,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_14,0,C,BPl_11,D,5
34,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_15,0,C,RPl_17,D,5
35,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_16,0,C,BPl_18,D,5
36,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_17,0,C,BPl_9,D,5
37,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_18,3,C,GPl_10,C,3
38,ipd,ipd,Scenario1,0,1,2020-10-12T13:24,TTPl_19,3,C,GPl_16,C,3
39,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_1,1,D,RPl_16,D,1
40,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_2,3,C,GPl_18,C,3
41,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_3,3,C,GPl_7,C,3
42,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_4,5,D,GPl_17,C,0
43,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_5,1,D,BPl_2,D,1
44,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_6,3,C,RPl_0,C,3
45,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_7,0,C,TTPl_13,D,5
46,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_8,0,C,RPl_4,D,5
47,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_9,5,D,GPl_9,C,0
48,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_10,3,C,TTPl_11,C,3
49,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_11,3,C,TTPl_10,C,3
50,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_12,3,C,GPl_12,C,3
51,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_13,5,D,TTPl_7,C,0
52,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_14,1,D,BPl_4,D,1
53,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_15,5,D,GPl_16,C,0
54,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_16,5,D,RPl_19,C,0
55,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_17,5,D,GPl_14,C,0
56,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_18,0,C,BPl_7,D,5
57,ipd,ipd,Scenario1,0,2,2020-10-12T13:24,TTPl_19,0,C,BPl_8,D,5
58,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_1,1,D,RPl_14,D,1
59,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_2,0,C,BPl_2,D,5
60,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_3,3,C,GPl_3,C,3
61,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_4,0,C,BPl_13,D,5
62,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_5,5,D,RPl_0,C,0
63,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_6,0,C,BPl_1,D,5
64,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_7,1,D,RPl_9,D,1
65,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_8,5,D,GPl_2,C,0
66,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_9,3,C,RPl_8,C,3
67,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_10,3,C,TTPl_16,C,3
68,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_11,0,C,BPl_19,D,5
69,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_12,3,C,GPl_16,C,3
70,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_13,0,C,BPl_14,D,5
71,ipd,ipd,Scenario1,0,3,2020-10-12T13:24,TTPl_14,5,D,RPl_4,C,0
