index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd, ,0,0,2020-06-23T15:58, ,0,0,0,0,0
1,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_0,0,C,BPl_10,D,5
2,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_1,3,C,TTPl_19,C,3
3,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_2,3,C,RPl_2,C,3
4,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_3,3,C,GPl_6,C,3
5,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_4,3,C,RPl_6,C,3
6,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_5,3,C,TTPl_5,C,3
7,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_6,3,C,GPl_3,C,3
8,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_7,3,C,TTPl_8,C,3
9,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_8,3,C,GPl_9,C,3
10,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_9,3,C,GPl_8,C,3
11,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_10,3,C,RPl_10,C,3
12,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_11,3,C,GPl_13,C,3
13,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_12,3,C,TTPl_18,C,3
14,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_13,3,C,GPl_11,C,3
15,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_14,3,C,TTPl_7,C,3
16,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_15,3,C,RPl_19,C,3
17,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_16,0,C,BPl_8,D,5
18,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_17,0,C,RPl_17,D,5
19,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_18,3,C,TTPl_12,C,3
20,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,GPl_19,0,C,RPl_0,D,5
21,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_0,3,C,GPl_11,C,3
22,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_1,0,C,RPl_16,D,5
23,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_2,3,C,RPl_5,C,3
24,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_3,0,C,BPl_10,D,5
25,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_4,3,C,GPl_19,C,3
26,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_5,0,C,BPl_6,D,5
27,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_6,3,C,TTPl_9,C,3
28,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_7,0,C,BPl_12,D,5
29,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_8,0,C,BPl_13,D,5
30,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_9,3,C,GPl_12,C,3
31,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_10,3,C,TTPl_18,C,3
32,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_11,3,C,GPl_0,C,3
33,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,GPl_12,3,C,GPl_9,C,3
