index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd, ,0,0,2020-06-23T15:58, ,0,0,0,0,0
1,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_0,5,D,GPl_19,C,0
2,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_1,0,C,BPl_11,D,5
3,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_2,3,C,GPl_2,C,3
4,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_3,1,D,BPl_17,D,1
5,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_4,0,C,BPl_9,D,5
6,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_5,3,C,RPl_13,C,3
7,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_6,3,C,GPl_4,C,3
8,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_7,0,C,BPl_4,D,5
9,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_8,5,D,TTPl_3,C,0
10,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_9,0,C,BPl_6,D,5
11,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_10,3,C,GPl_10,C,3
12,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_11,1,D,BPl_16,D,1
13,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_12,0,C,BPl_3,D,5
14,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_13,3,C,RPl_5,C,3
15,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_14,1,D,BPl_14,D,1
16,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_15,3,C,TTPl_0,C,3
17,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_16,3,C,TTPl_13,C,3
18,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_17,5,D,GPl_17,C,0
19,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_18,3,C,TTPl_6,C,3
20,ipd,ipd,Scenario1,0,0,2020-06-23T15:58,RPl_19,3,C,GPl_15,C,3
21,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_0,1,D,RPl_19,D,1
22,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_1,3,C,GPl_13,C,3
23,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_2,1,D,BPl_14,D,1
24,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_3,3,C,RPl_8,C,3
25,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_4,0,C,BPl_7,D,5
26,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_5,3,C,GPl_2,C,3
27,ipd,ipd,Scenario1,0,1,2020-06-23T15:58,RPl_6,3,C,TTPl_1,C,3
