index_no,agent_happiness,agent_name,heat_rate,model,run,scenario,simulation,step,time
0,0, ,0.0,dumb_model,0, ,dumb_simulation,0,2019-09-30T19:50
1,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,0,2019-09-30T19:50
2,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,0,2019-09-30T19:50
3,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,0,2019-09-30T19:50
4,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,1,2019-09-30T19:50
5,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,1,2019-09-30T19:50
6,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,1,2019-09-30T19:50
7,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,2,2019-09-30T19:50
8,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,2,2019-09-30T19:50
9,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,2,2019-09-30T19:50
10,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,3,2019-09-30T19:50
11,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,3,2019-09-30T19:50
12,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,3,2019-09-30T19:50
13,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,4,2019-09-30T19:50
14,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,4,2019-09-30T19:50
15,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,4,2019-09-30T19:50
16,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,5,2019-09-30T19:50
17,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,5,2019-09-30T19:50
18,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,5,2019-09-30T19:50
19,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,6,2019-09-30T19:50
20,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,6,2019-09-30T19:50
21,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,6,2019-09-30T19:50
22,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,7,2019-09-30T19:50
23,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,7,2019-09-30T19:50
24,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,7,2019-09-30T19:50
25,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,8,2019-09-30T19:50
26,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,8,2019-09-30T19:50
27,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,8,2019-09-30T19:50
28,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,0,Scenario1,dumb_simulation,9,2019-09-30T19:50
29,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,0,Scenario1,dumb_simulation,9,2019-09-30T19:50
30,5,Circumspect_Bug_2,1.316324596593452,dumb_model,0,Scenario1,dumb_simulation,9,2019-09-30T19:50
31,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,0,2019-09-30T19:50
32,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,0,2019-09-30T19:50
33,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,0,2019-09-30T19:50
34,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,1,2019-09-30T19:50
35,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,1,2019-09-30T19:50
36,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,1,2019-09-30T19:50
37,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,2,2019-09-30T19:50
38,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,2,2019-09-30T19:50
39,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,2,2019-09-30T19:50
40,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,3,2019-09-30T19:50
41,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,3,2019-09-30T19:50
42,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,3,2019-09-30T19:50
43,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,4,2019-09-30T19:50
44,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,4,2019-09-30T19:50
45,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,4,2019-09-30T19:50
46,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,5,2019-09-30T19:50
47,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,5,2019-09-30T19:50
48,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,5,2019-09-30T19:50
49,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,6,2019-09-30T19:50
50,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,6,2019-09-30T19:50
51,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,6,2019-09-30T19:50
52,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,7,2019-09-30T19:50
53,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,7,2019-09-30T19:50
54,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,7,2019-09-30T19:50
55,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,8,2019-09-30T19:50
56,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,8,2019-09-30T19:50
57,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,8,2019-09-30T19:50
58,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,1,Scenario1,dumb_simulation,9,2019-09-30T19:50
59,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,1,Scenario1,dumb_simulation,9,2019-09-30T19:50
60,5,Circumspect_Bug_2,1.316324596593452,dumb_model,1,Scenario1,dumb_simulation,9,2019-09-30T19:50
61,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,2,Scenario1,dumb_simulation,0,2019-09-30T19:50
62,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,2,Scenario1,dumb_simulation,0,2019-09-30T19:50
63,5,Circumspect_Bug_2,1.316324596593452,dumb_model,2,Scenario1,dumb_simulation,0,2019-09-30T19:50
64,3,Circumspect_Bug_0,0.9688443440762535,dumb_model,2,Scenario1,dumb_simulation,1,2019-09-30T19:50
65,3,Circumspect_Bug_1,1.2165193667115637,dumb_model,2,Scenario1,dumb_simulation,1,2019-09-30T19:50
66,5,Circumspect_Bug_2,1.316324596593452,dumb_model,2,Scenario1,dumb_simulation,1,2019-09-30T19:50
