index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T16:22, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-13T16:22,CG_1,30.37161201939691,0.7219094362892289
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-13T16:22,CG_0,29.976784585585595,1.2926589249435758
