index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:27, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:27,CG_0,10.710804682237006,0.7191307060810954
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T14:27,CG_0,9.989274179427202,0.9188548471211198
