index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T13:38, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T13:38,CG_0,9.73397780904595,0.8337938479990812
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T13:38,CG_0,9.372889601232682,1.0836164827222816
