index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani,Scenario1,0,99,2020-10-12T13:36,Ba_0,29.938839590307435
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-10-12T13:36,Ba_1,29.64682073169001
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-10-12T13:36,Ba_1,29.64682073169001
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-10-12T13:36,Ba_1,29.64682073169001
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-10-12T13:36,Ba_1,29.64682073169001
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-10-12T13:36,Ba_1,29.64682073169001
6,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-10-12T13:36,Ba_1,29.64682073169001
7,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-10-12T13:36,Ba_1,29.64682073169001
8,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-10-12T13:36,Ba_1,29.64682073169001
9,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-10-12T13:36,Ba_1,29.64682073169001
10,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-10-12T13:36,Ba_1,29.64682073169001
11,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-10-12T13:36,Ba_1,29.64682073169001
12,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-10-12T13:36,Ba_1,29.64682073169001
13,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-10-12T13:36,Ba_1,29.64682073169001
14,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-10-12T13:36,Ba_1,29.64682073169001
15,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-10-12T13:36,Ba_1,29.64682073169001
16,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-10-12T13:36,Ba_1,29.64682073169001
17,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-10-12T13:36,Ba_1,29.64682073169001
18,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-10-12T13:36,Ba_1,29.64682073169001
19,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-10-12T13:36,Ba_1,29.64682073169001
20,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-10-12T13:36,Ba_1,29.64682073169001
21,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-10-12T13:36,Ba_1,29.64682073169001
22,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-10-12T13:36,Ba_1,29.64682073169001
23,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-10-12T13:36,Ba_1,29.64682073169001
24,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-10-12T13:36,Ba_1,29.64682073169001
25,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-10-12T13:36,Ba_1,29.64682073169001
26,macro_Caiani,macro_Caiani,Scenario1,0,25,2020-10-12T13:36,Ba_1,29.64682073169001
27,macro_Caiani,macro_Caiani,Scenario1,0,26,2020-10-12T13:36,Ba_1,29.64682073169001
28,macro_Caiani,macro_Caiani,Scenario1,0,27,2020-10-12T13:36,Ba_1,29.64682073169001
29,macro_Caiani,macro_Caiani,Scenario1,0,28,2020-10-12T13:36,Ba_1,29.64682073169001
30,macro_Caiani,macro_Caiani,Scenario1,0,29,2020-10-12T13:36,Ba_1,29.64682073169001
31,macro_Caiani,macro_Caiani,Scenario1,0,30,2020-10-12T13:36,Ba_1,29.64682073169001
32,macro_Caiani,macro_Caiani,Scenario1,0,31,2020-10-12T13:36,Ba_1,29.64682073169001
33,macro_Caiani,macro_Caiani,Scenario1,0,32,2020-10-12T13:36,Ba_1,29.64682073169001
34,macro_Caiani,macro_Caiani,Scenario1,0,33,2020-10-12T13:36,Ba_1,29.64682073169001
