index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:04, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:04,CG_0,9.761463927954267,0.8115173947359283
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T14:04,CG_0,9.58464024122272,0.8102474707475624
