index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T16:38, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_0,0.8467904929691409,2.1197108781688274
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_1,0.6859574164398144,2.0450116965001657
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_2,0.7964144126084143,2.101481159147766
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_3,1.1817997730373715,1.799265046729646
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_4,1.123653284661821,1.9234047061539072
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_5,1.3591027279907264,2.242792479116705
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_6,1.0178049314621094,2.2845798822233574
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_7,1.1674924949487302,1.9262140488728376
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_8,1.2514113558321784,1.8885810797208924
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_9,1.0734403886505228,2.208899457883737
11,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_10,1.104630433748031,2.235654751426228
12,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_11,0.850668706916479,2.210726910206753
13,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_12,0.771070209744908,1.7562134988259275
14,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_13,1.0544436349198407,1.7199179993743567
15,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_14,1.3246017824954992,2.0038475237510176
16,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_15,1.0513023681078488,1.7411624285711274
17,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_16,0.7989719817074069,2.3914351967550393
18,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_17,1.1503991199272106,2.0367965418218685
19,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,HH_18,1.4980776950056471,1.7925862619229922
