index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T13:47, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_0,1.0185425603751166,0.8555787485280694
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_1,1.0696834942133657,0.7508182254283996
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_2,0.951790379232534,0.9975364115171609
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_3,0.9235786999742938,0.963036152054749
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_4,0.8141154701564269,0.8610906253355393
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_5,0.9624038312393463,0.756680646042422
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_6,0.7408068215003492,1.0996446056060447
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_7,1.1344028182305987,0.9458187899497386
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_8,0.9878583407429229,0.9147796659778706
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:47,HH_9,0.9371057343944477,1.1826088715990166
11,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_0,1.0185425603751166,0.8555787485280694
12,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_1,1.0696834942133657,0.7508182254283996
13,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_2,0.951790379232534,0.9975364115171609
14,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_3,0.9235786999742938,0.963036152054749
15,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_4,0.8141154701564269,0.8610906253355393
16,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_5,0.9624038312393463,0.756680646042422
17,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_6,0.7408068215003492,1.0996446056060447
18,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_7,1.1344028182305987,0.9458187899497386
19,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_8,0.9878583407429229,0.9147796659778706
20,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:47,HH_9,0.9371057343944477,1.1826088715990166
21,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_0,1.0185425603751166,0.8555787485280694
22,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_1,1.0696834942133657,0.7508182254283996
23,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_2,0.951790379232534,0.9975364115171609
24,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_3,0.9235786999742938,0.963036152054749
25,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_4,0.8141154701564269,0.8610906253355393
26,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_5,0.9624038312393463,0.756680646042422
27,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_6,0.7408068215003492,1.0996446056060447
28,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_7,1.1344028182305987,0.9458187899497386
29,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_8,0.9878583407429229,0.9147796659778706
30,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:47,HH_9,0.9371057343944477,1.1826088715990166
