index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T16:13, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,CB_0,31.059506211446823
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,CB_0,31.059506211446823
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,CB_0,31.059506211446823
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,CB_0,31.059506211446823
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,CB_0,31.059506211446823
6,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T16:13,CB_0,31.059506211446823
7,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T16:13,CB_0,31.059506211446823
8,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T16:13,CB_0,31.059506211446823
9,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T16:13,CB_0,31.059506211446823
10,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T16:13,CB_0,31.059506211446823
11,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T16:13,CB_0,31.059506211446823
12,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T16:13,CB_0,31.059506211446823
13,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T16:13,CB_0,31.059506211446823
14,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T16:13,CB_0,31.059506211446823
15,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T16:13,CB_0,31.059506211446823
16,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T16:13,CB_0,31.059506211446823
17,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T16:13,CB_0,31.059506211446823
18,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T16:13,CB_0,31.059506211446823
19,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-31T16:13,CB_0,31.059506211446823
20,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-31T16:13,CB_0,31.059506211446823
21,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-31T16:13,CB_0,31.059506211446823
22,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T16:13,CB_0,31.059506211446823
23,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T16:13,CB_0,31.059506211446823
24,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-01-31T16:13,CB_0,31.059506211446823
25,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-01-31T16:13,CB_0,31.059506211446823
26,macro_Caiani,macro_Caiani,Scenario1,0,25,2020-01-31T16:13,CB_0,31.059506211446823
27,macro_Caiani,macro_Caiani,Scenario1,0,26,2020-01-31T16:13,CB_0,31.059506211446823
28,macro_Caiani,macro_Caiani,Scenario1,0,27,2020-01-31T16:13,CB_0,31.059506211446823
29,macro_Caiani,macro_Caiani,Scenario1,0,28,2020-01-31T16:13,CB_0,31.059506211446823
30,macro_Caiani,macro_Caiani,Scenario1,0,29,2020-01-31T16:13,CB_0,31.059506211446823
31,macro_Caiani,macro_Caiani,Scenario1,0,30,2020-01-31T16:13,CB_0,31.059506211446823
32,macro_Caiani,macro_Caiani,Scenario1,0,31,2020-01-31T16:13,CB_0,31.059506211446823
33,macro_Caiani,macro_Caiani,Scenario1,0,32,2020-01-31T16:13,CB_0,31.059506211446823
34,macro_Caiani,macro_Caiani,Scenario1,0,33,2020-01-31T16:13,CB_0,31.059506211446823
35,macro_Caiani,macro_Caiani,Scenario1,0,34,2020-01-31T16:13,CB_0,31.059506211446823
36,macro_Caiani,macro_Caiani,Scenario1,0,35,2020-01-31T16:13,CB_0,31.059506211446823
37,macro_Caiani,macro_Caiani,Scenario1,0,36,2020-01-31T16:13,CB_0,31.059506211446823
38,macro_Caiani,macro_Caiani,Scenario1,0,37,2020-01-31T16:13,CB_0,31.059506211446823
39,macro_Caiani,macro_Caiani,Scenario1,0,38,2020-01-31T16:13,CB_0,31.059506211446823
40,macro_Caiani,macro_Caiani,Scenario1,0,39,2020-01-31T16:13,CB_0,31.059506211446823
41,macro_Caiani,macro_Caiani,Scenario1,0,40,2020-01-31T16:13,CB_0,31.059506211446823
42,macro_Caiani,macro_Caiani,Scenario1,0,41,2020-01-31T16:13,CB_0,31.059506211446823
43,macro_Caiani,macro_Caiani,Scenario1,0,42,2020-01-31T16:13,CB_0,31.059506211446823
44,macro_Caiani,macro_Caiani,Scenario1,0,43,2020-01-31T16:13,CB_0,31.059506211446823
45,macro_Caiani,macro_Caiani,Scenario1,0,44,2020-01-31T16:13,CB_0,31.059506211446823
46,macro_Caiani,macro_Caiani,Scenario1,0,45,2020-01-31T16:13,CB_0,31.059506211446823
47,macro_Caiani,macro_Caiani,Scenario1,0,46,2020-01-31T16:13,CB_0,31.059506211446823
48,macro_Caiani,macro_Caiani,Scenario1,0,47,2020-01-31T16:13,CB_0,31.059506211446823
49,macro_Caiani,macro_Caiani,Scenario1,0,48,2020-01-31T16:13,CB_0,31.059506211446823
50,macro_Caiani,macro_Caiani,Scenario1,0,49,2020-01-31T16:13,CB_0,31.059506211446823
51,macro_Caiani,macro_Caiani,Scenario1,0,50,2020-01-31T16:13,CB_0,31.059506211446823
