index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,macro_Caiani,macro_Caiani, ,0,0,2019-12-18T15:10, ,0.0,0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,CG_0,1.1064450848790108,3
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,CG_1,0.8893069732065116,3
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,CG_2,0.9274309708971409,5
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,CG_0,1.1064450848790108,3
5,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,CG_1,0.8893069732065116,3
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,CG_2,0.9274309708971409,5
7,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,CG_0,1.1064450848790108,3
8,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,CG_1,0.8893069732065116,3
9,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,CG_2,0.9274309708971409,5
10,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,CG_0,1.1064450848790108,3
11,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,CG_1,0.8893069732065116,3
12,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,CG_2,0.9274309708971409,5
13,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,CG_0,1.1064450848790108,3
14,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,CG_1,0.8893069732065116,3
15,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,CG_2,0.9274309708971409,5
16,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,CG_0,1.1064450848790108,3
17,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,CG_1,0.8893069732065116,3
18,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,CG_2,0.9274309708971409,5
19,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,CG_0,1.1064450848790108,3
20,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,CG_1,0.8893069732065116,3
21,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,CG_2,0.9274309708971409,5
22,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,CG_0,1.1064450848790108,3
23,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,CG_1,0.8893069732065116,3
24,macro_Caiani,macro_Caiani,Scenario1,1,2,2019-12-18T15:10,CG_2,0.9274309708971409,5
25,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,CG_0,1.1064450848790108,3
26,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,CG_1,0.8893069732065116,3
27,macro_Caiani,macro_Caiani,Scenario1,1,3,2019-12-18T15:10,CG_2,0.9274309708971409,5
28,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,CG_0,1.1064450848790108,3
29,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,CG_1,0.8893069732065116,3
30,macro_Caiani,macro_Caiani,Scenario1,1,4,2019-12-18T15:10,CG_2,0.9274309708971409,5
