index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:27, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,CB_0,29.660944753242728
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,CB_0,29.660944753242728
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,CB_0,29.660944753242728
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,CB_0,29.660944753242728
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,CB_0,29.660944753242728
6,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,CB_0,29.660944753242728
7,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,CB_0,29.660944753242728
8,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,CB_0,29.660944753242728
9,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,CB_0,29.660944753242728
10,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T15:27,CB_0,29.660944753242728
11,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T15:27,CB_0,29.660944753242728
12,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T15:27,CB_0,29.660944753242728
13,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T15:27,CB_0,29.660944753242728
14,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T15:27,CB_0,29.660944753242728
15,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T15:27,CB_0,29.660944753242728
16,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T15:27,CB_0,29.660944753242728
17,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T15:27,CB_0,29.660944753242728
18,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T15:27,CB_0,29.660944753242728
19,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-31T15:27,CB_0,29.660944753242728
20,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-31T15:27,CB_0,29.660944753242728
21,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-31T15:27,CB_0,29.660944753242728
22,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T15:27,CB_0,29.660944753242728
23,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T15:27,CB_0,29.660944753242728
24,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-01-31T15:27,CB_0,29.660944753242728
25,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-01-31T15:27,CB_0,29.660944753242728
