index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-15T12:39, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
17,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
18,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
19,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
20,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
21,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
22,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
23,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
24,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
25,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
26,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
27,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
28,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
29,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
30,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
31,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-15T12:39,CG_0,29.889163327976444,0.6895645507508352
32,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-15T12:39,CG_1,29.91588945222729,1.0242726836209102
