index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity,employed,demand,consumption,consumption_expected,workforce,total_cash,deposits_cash
0,macro_Caiani,macro_Caiani, ,0,0,2020-02-07T14:50, ,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_0,1.1899022674954471,2.389557213594808,False,1.8057153804672395,1.8191561173342787,2.2168566659998636,1,2.3546209830580906,2.523732376010209
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_1,0.8863271946082557,1.8835583230225086,False,1.7060157508821594,1.9440564997705472,2.264898034905364,1,1.8847354640787275,2.064429474934452
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_2,0.901318225708436,2.1958921745974473,False,2.065883888642214,2.151510946078146,2.0674981167671613,1,1.738514769517928,1.942024194023273
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_3,0.6815301311513219,1.7524608508840442,False,2.0034115214104364,1.7267966665079122,2.1179167004295563,1,1.5587159813269378,1.5558478255134915
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_4,0.9022219284550402,1.8069473172644361,False,1.8286307946065494,2.5288113995043755,2.0589908845630527,1,2.0195401452490094,2.182887641270239
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_5,0.9326823621998315,2.238057533918294,False,2.260961469155774,1.9349359477019503,2.0951030677002134,1,1.9783447919649049,2.1430060629783068
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_6,1.1562131080722815,2.35628357065951,False,2.1421650441320583,1.7678945712418193,2.248038266813055,1,1.8012325795239414,2.353261905330096
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_7,1.0131383330075292,1.796717765251207,False,1.9464865615177007,2.0763400454797383,2.109377744083711,1,1.8102280999687843,1.9559964597872106
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-02-07T14:50,HH_8,0.9398138526697157,1.8545686427588328,False,1.8248422618272777,2.0793855578308165,1.8399038112430115,1,2.3026877363382243,2.0539134159195944
