index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T16:13, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,Ba_0,28.356871591692645
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,Ba_1,31.597121924837204
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,Ba_0,28.356871591692645
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,Ba_1,31.597121924837204
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,Ba_0,28.356871591692645
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,Ba_1,31.597121924837204
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,Ba_0,28.356871591692645
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,Ba_1,31.597121924837204
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,Ba_0,28.356871591692645
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,Ba_1,31.597121924837204
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T16:13,Ba_0,28.356871591692645
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T16:13,Ba_1,31.597121924837204
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T16:13,Ba_0,28.356871591692645
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T16:13,Ba_1,31.597121924837204
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T16:13,Ba_0,28.356871591692645
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T16:13,Ba_1,31.597121924837204
17,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T16:13,Ba_0,28.356871591692645
18,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T16:13,Ba_1,31.597121924837204
19,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T16:13,Ba_0,28.356871591692645
20,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T16:13,Ba_1,31.597121924837204
21,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T16:13,Ba_0,28.356871591692645
22,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T16:13,Ba_1,31.597121924837204
23,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T16:13,Ba_0,28.356871591692645
24,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T16:13,Ba_1,31.597121924837204
25,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T16:13,Ba_0,28.356871591692645
26,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T16:13,Ba_1,31.597121924837204
27,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T16:13,Ba_0,28.356871591692645
28,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T16:13,Ba_1,31.597121924837204
29,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T16:13,Ba_0,28.356871591692645
30,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T16:13,Ba_1,31.597121924837204
31,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T16:13,Ba_0,28.356871591692645
32,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T16:13,Ba_1,31.597121924837204
33,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T16:13,Ba_0,28.356871591692645
34,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T16:13,Ba_1,31.597121924837204
35,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T16:13,Ba_0,28.356871591692645
36,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T16:13,Ba_1,31.597121924837204
37,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-31T16:13,Ba_0,28.356871591692645
38,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-31T16:13,Ba_1,31.597121924837204
39,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-31T16:13,Ba_0,28.356871591692645
40,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-31T16:13,Ba_1,31.597121924837204
41,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-31T16:13,Ba_0,28.356871591692645
42,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-31T16:13,Ba_1,31.597121924837204
43,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T16:13,Ba_0,28.356871591692645
44,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T16:13,Ba_1,31.597121924837204
45,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T16:13,Ba_0,28.356871591692645
