index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T16:13, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T16:13,Gov_0,29.797151167231604
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T16:13,Gov_0,29.797151167231604
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T16:13,Gov_0,29.797151167231604
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T16:13,Gov_0,29.797151167231604
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T16:13,Gov_0,29.797151167231604
6,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T16:13,Gov_0,29.797151167231604
7,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T16:13,Gov_0,29.797151167231604
8,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T16:13,Gov_0,29.797151167231604
9,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T16:13,Gov_0,29.797151167231604
10,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T16:13,Gov_0,29.797151167231604
11,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T16:13,Gov_0,29.797151167231604
12,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T16:13,Gov_0,29.797151167231604
13,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T16:13,Gov_0,29.797151167231604
14,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T16:13,Gov_0,29.797151167231604
15,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T16:13,Gov_0,29.797151167231604
16,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T16:13,Gov_0,29.797151167231604
17,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T16:13,Gov_0,29.797151167231604
18,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T16:13,Gov_0,29.797151167231604
19,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-31T16:13,Gov_0,29.797151167231604
20,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-31T16:13,Gov_0,29.797151167231604
21,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-31T16:13,Gov_0,29.797151167231604
22,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-31T16:13,Gov_0,29.797151167231604
23,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-31T16:13,Gov_0,29.797151167231604
24,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-01-31T16:13,Gov_0,29.797151167231604
25,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-01-31T16:13,Gov_0,29.797151167231604
26,macro_Caiani,macro_Caiani,Scenario1,0,25,2020-01-31T16:13,Gov_0,29.797151167231604
27,macro_Caiani,macro_Caiani,Scenario1,0,26,2020-01-31T16:13,Gov_0,29.797151167231604
28,macro_Caiani,macro_Caiani,Scenario1,0,27,2020-01-31T16:13,Gov_0,29.797151167231604
29,macro_Caiani,macro_Caiani,Scenario1,0,28,2020-01-31T16:13,Gov_0,29.797151167231604
30,macro_Caiani,macro_Caiani,Scenario1,0,29,2020-01-31T16:13,Gov_0,29.797151167231604
31,macro_Caiani,macro_Caiani,Scenario1,0,30,2020-01-31T16:13,Gov_0,29.797151167231604
32,macro_Caiani,macro_Caiani,Scenario1,0,31,2020-01-31T16:13,Gov_0,29.797151167231604
33,macro_Caiani,macro_Caiani,Scenario1,0,32,2020-01-31T16:13,Gov_0,29.797151167231604
34,macro_Caiani,macro_Caiani,Scenario1,0,33,2020-01-31T16:13,Gov_0,29.797151167231604
35,macro_Caiani,macro_Caiani,Scenario1,0,34,2020-01-31T16:13,Gov_0,29.797151167231604
36,macro_Caiani,macro_Caiani,Scenario1,0,35,2020-01-31T16:13,Gov_0,29.797151167231604
37,macro_Caiani,macro_Caiani,Scenario1,0,36,2020-01-31T16:13,Gov_0,29.797151167231604
38,macro_Caiani,macro_Caiani,Scenario1,0,37,2020-01-31T16:13,Gov_0,29.797151167231604
39,macro_Caiani,macro_Caiani,Scenario1,0,38,2020-01-31T16:13,Gov_0,29.797151167231604
40,macro_Caiani,macro_Caiani,Scenario1,0,39,2020-01-31T16:13,Gov_0,29.797151167231604
41,macro_Caiani,macro_Caiani,Scenario1,0,40,2020-01-31T16:13,Gov_0,29.797151167231604
42,macro_Caiani,macro_Caiani,Scenario1,0,41,2020-01-31T16:13,Gov_0,29.797151167231604
43,macro_Caiani,macro_Caiani,Scenario1,0,42,2020-01-31T16:13,Gov_0,29.797151167231604
44,macro_Caiani,macro_Caiani,Scenario1,0,43,2020-01-31T16:13,Gov_0,29.797151167231604
45,macro_Caiani,macro_Caiani,Scenario1,0,44,2020-01-31T16:13,Gov_0,29.797151167231604
46,macro_Caiani,macro_Caiani,Scenario1,0,45,2020-01-31T16:13,Gov_0,29.797151167231604
47,macro_Caiani,macro_Caiani,Scenario1,0,46,2020-01-31T16:13,Gov_0,29.797151167231604
48,macro_Caiani,macro_Caiani,Scenario1,0,47,2020-01-31T16:13,Gov_0,29.797151167231604
49,macro_Caiani,macro_Caiani,Scenario1,0,48,2020-01-31T16:13,Gov_0,29.797151167231604
50,macro_Caiani,macro_Caiani,Scenario1,0,49,2020-01-31T16:13,Gov_0,29.797151167231604
51,macro_Caiani,macro_Caiani,Scenario1,0,50,2020-01-31T16:13,Gov_0,29.797151167231604
52,macro_Caiani,macro_Caiani,Scenario1,0,51,2020-01-31T16:13,Gov_0,29.797151167231604
53,macro_Caiani,macro_Caiani,Scenario1,0,52,2020-01-31T16:13,Gov_0,29.797151167231604
54,macro_Caiani,macro_Caiani,Scenario1,0,53,2020-01-31T16:13,Gov_0,29.797151167231604
55,macro_Caiani,macro_Caiani,Scenario1,0,54,2020-01-31T16:13,Gov_0,29.797151167231604
56,macro_Caiani,macro_Caiani,Scenario1,0,55,2020-01-31T16:13,Gov_0,29.797151167231604
57,macro_Caiani,macro_Caiani,Scenario1,0,56,2020-01-31T16:13,Gov_0,29.797151167231604
58,macro_Caiani,macro_Caiani,Scenario1,0,57,2020-01-31T16:13,Gov_0,29.797151167231604
59,macro_Caiani,macro_Caiani,Scenario1,0,58,2020-01-31T16:13,Gov_0,29.797151167231604
60,macro_Caiani,macro_Caiani,Scenario1,0,59,2020-01-31T16:13,Gov_0,29.797151167231604
61,macro_Caiani,macro_Caiani,Scenario1,0,60,2020-01-31T16:13,Gov_0,29.797151167231604
62,macro_Caiani,macro_Caiani,Scenario1,0,61,2020-01-31T16:13,Gov_0,29.797151167231604
63,macro_Caiani,macro_Caiani,Scenario1,0,62,2020-01-31T16:13,Gov_0,29.797151167231604
64,macro_Caiani,macro_Caiani,Scenario1,0,63,2020-01-31T16:13,Gov_0,29.797151167231604
65,macro_Caiani,macro_Caiani,Scenario1,0,64,2020-01-31T16:13,Gov_0,29.797151167231604
66,macro_Caiani,macro_Caiani,Scenario1,0,65,2020-01-31T16:13,Gov_0,29.797151167231604
67,macro_Caiani,macro_Caiani,Scenario1,0,66,2020-01-31T16:13,Gov_0,29.797151167231604
68,macro_Caiani,macro_Caiani,Scenario1,0,67,2020-01-31T16:13,Gov_0,29.797151167231604
69,macro_Caiani,macro_Caiani,Scenario1,0,68,2020-01-31T16:13,Gov_0,29.797151167231604
70,macro_Caiani,macro_Caiani,Scenario1,0,69,2020-01-31T16:13,Gov_0,29.797151167231604
71,macro_Caiani,macro_Caiani,Scenario1,0,70,2020-01-31T16:13,Gov_0,29.797151167231604
72,macro_Caiani,macro_Caiani,Scenario1,0,71,2020-01-31T16:13,Gov_0,29.797151167231604
73,macro_Caiani,macro_Caiani,Scenario1,0,72,2020-01-31T16:13,Gov_0,29.797151167231604
74,macro_Caiani,macro_Caiani,Scenario1,0,73,2020-01-31T16:13,Gov_0,29.797151167231604
75,macro_Caiani,macro_Caiani,Scenario1,0,74,2020-01-31T16:13,Gov_0,29.797151167231604
76,macro_Caiani,macro_Caiani,Scenario1,0,75,2020-01-31T16:13,Gov_0,29.797151167231604
77,macro_Caiani,macro_Caiani,Scenario1,0,76,2020-01-31T16:13,Gov_0,29.797151167231604
78,macro_Caiani,macro_Caiani,Scenario1,0,77,2020-01-31T16:13,Gov_0,29.797151167231604
79,macro_Caiani,macro_Caiani,Scenario1,0,78,2020-01-31T16:13,Gov_0,29.797151167231604
80,macro_Caiani,macro_Caiani,Scenario1,0,79,2020-01-31T16:13,Gov_0,29.797151167231604
81,macro_Caiani,macro_Caiani,Scenario1,0,80,2020-01-31T16:13,Gov_0,29.797151167231604
82,macro_Caiani,macro_Caiani,Scenario1,0,81,2020-01-31T16:13,Gov_0,29.797151167231604
83,macro_Caiani,macro_Caiani,Scenario1,0,82,2020-01-31T16:13,Gov_0,29.797151167231604
84,macro_Caiani,macro_Caiani,Scenario1,0,83,2020-01-31T16:13,Gov_0,29.797151167231604
85,macro_Caiani,macro_Caiani,Scenario1,0,84,2020-01-31T16:13,Gov_0,29.797151167231604
86,macro_Caiani,macro_Caiani,Scenario1,0,85,2020-01-31T16:13,Gov_0,29.797151167231604
87,macro_Caiani,macro_Caiani,Scenario1,0,86,2020-01-31T16:13,Gov_0,29.797151167231604
88,macro_Caiani,macro_Caiani,Scenario1,0,87,2020-01-31T16:13,Gov_0,29.797151167231604
89,macro_Caiani,macro_Caiani,Scenario1,0,88,2020-01-31T16:13,Gov_0,29.797151167231604
90,macro_Caiani,macro_Caiani,Scenario1,0,89,2020-01-31T16:13,Gov_0,29.797151167231604
91,macro_Caiani,macro_Caiani,Scenario1,0,90,2020-01-31T16:13,Gov_0,29.797151167231604
92,macro_Caiani,macro_Caiani,Scenario1,0,91,2020-01-31T16:13,Gov_0,29.797151167231604
93,macro_Caiani,macro_Caiani,Scenario1,0,92,2020-01-31T16:13,Gov_0,29.797151167231604
94,macro_Caiani,macro_Caiani,Scenario1,0,93,2020-01-31T16:13,Gov_0,29.797151167231604
95,macro_Caiani,macro_Caiani,Scenario1,0,94,2020-01-31T16:13,Gov_0,29.797151167231604
96,macro_Caiani,macro_Caiani,Scenario1,0,95,2020-01-31T16:13,Gov_0,29.797151167231604
97,macro_Caiani,macro_Caiani,Scenario1,0,96,2020-01-31T16:13,Gov_0,29.797151167231604
98,macro_Caiani,macro_Caiani,Scenario1,0,97,2020-01-31T16:13,Gov_0,29.797151167231604
99,macro_Caiani,macro_Caiani,Scenario1,0,98,2020-01-31T16:13,Gov_0,29.797151167231604
100,macro_Caiani,macro_Caiani,Scenario1,0,99,2020-01-31T16:13,Gov_0,29.797151167231604
