index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T13:48, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_0,0.9724700495205394,0.9185745688179755
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_1,0.93877915115653,0.9801393320110104
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_2,1.2643984257422654,1.022976531597245
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_3,0.9936286334035234,1.0268673618332393
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_4,1.057703562308193,0.9971833797436185
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_5,1.1334002974071316,0.8188687164224345
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_6,0.8807327785175407,0.6980589789796996
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_7,0.9967212239151458,0.803059808788032
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_8,1.0478690466950544,0.9942354008621986
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,HH_9,1.2641752242543152,0.7076468968215468
11,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_0,0.9724700495205394,0.9185745688179755
12,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_1,0.93877915115653,0.9801393320110104
13,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_2,1.2643984257422654,1.022976531597245
14,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_3,0.9936286334035234,1.0268673618332393
15,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_4,1.057703562308193,0.9971833797436185
16,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_5,1.1334002974071316,0.8188687164224345
17,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_6,0.8807327785175407,0.6980589789796996
18,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_7,0.9967212239151458,0.803059808788032
19,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,HH_8,1.0478690466950544,0.9942354008621986
