index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:59, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_0,1.3237041195185564,2.1638661359791462
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_1,0.794208670612339,2.0152736926774106
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_2,1.2892158519046295,2.1722889119593343
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_3,1.1713694537974142,2.0214876432701097
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_4,0.7719242089751175,2.2885573799127163
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_5,1.035847985788438,1.8863821782960595
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_6,1.012193104335,1.8521599067698595
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_7,0.8670436962630244,1.6989167554058042
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_8,0.5923616938744034,2.0146788275208953
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_9,1.0058960171266838,2.1974048629459833
11,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_10,1.088315830317369,2.183711592286773
12,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_11,1.241126402056572,2.1865058293593065
13,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_12,0.5875055187355622,1.935668625938091
14,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_13,1.2165760629902402,1.8123849318730114
15,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_14,1.3692933835132393,2.184344712833397
16,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_15,1.2633554941811422,2.197175088927744
17,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_16,0.9168679933354673,2.372926523284881
18,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_17,0.9797314691337136,2.1711731442885673
19,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_18,1.15254965710067,2.006240609539246
20,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_19,0.7215878721124511,2.1711029116514617
21,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_20,1.2423910487905023,2.436944005689313
22,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_21,1.1769697341888359,1.7844579480425578
23,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_22,0.9257746621526624,2.329477961108953
24,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_23,1.1967542059748297,2.0324941351112567
25,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_24,1.2375787347901348,2.1904964338497823
26,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_25,0.9306135205368331,2.21952802449512
27,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_26,1.287616762093315,1.8649041125290786
28,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_27,0.9384542478398121,2.2472995181872535
29,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_28,0.7447633078083546,1.8396299201283555
30,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_29,1.046590282052856,1.8608140981504655
31,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_30,1.114671617168103,1.9366144291094936
32,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_31,0.950320784695612,2.0541160152069233
33,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_32,0.9960270689148761,1.5872130422168595
34,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_33,0.9088942269186993,2.3394155029241803
35,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_34,1.0439758266790309,1.6301040268785507
36,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_35,1.105995696305543,2.1647706373840823
37,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_36,0.9572792314942109,2.026088991722781
38,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_37,1.0130469465796204,1.6882802912419939
39,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_38,1.0241118683233268,1.9724183010999057
40,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_39,0.8302207406000321,1.7387052339114897
41,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_40,0.9664815582647749,1.8258652903124517
42,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:59,HH_41,1.0205614453395362,1.9153556782662
