index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,macro_Caiani,macro_Caiani, ,0,0,2019-12-18T15:10, ,0.0,0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,HH_0,0.8162423363833715,4
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,HH_1,0.855552785897483,1
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,HH_2,0.653388435317944,1
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,HH_3,0.6823151949529014,6
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:10,HH_4,1.1470363441597284,5
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,HH_0,0.8162423363833715,4
7,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,HH_1,0.855552785897483,1
8,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,HH_2,0.653388435317944,1
9,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,HH_3,0.6823151949529014,6
10,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:10,HH_4,1.1470363441597284,5
11,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,HH_0,0.8162423363833715,4
12,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,HH_1,0.855552785897483,1
13,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,HH_2,0.653388435317944,1
14,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,HH_3,0.6823151949529014,6
15,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:10,HH_4,1.1470363441597284,5
16,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,HH_0,0.8162423363833715,4
17,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,HH_1,0.855552785897483,1
18,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,HH_2,0.653388435317944,1
19,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,HH_3,0.6823151949529014,6
20,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:10,HH_4,1.1470363441597284,5
21,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,HH_0,0.8162423363833715,4
22,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,HH_1,0.855552785897483,1
23,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,HH_2,0.653388435317944,1
24,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,HH_3,0.6823151949529014,6
25,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:10,HH_4,1.1470363441597284,5
26,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,HH_0,0.8162423363833715,4
27,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,HH_1,0.855552785897483,1
28,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,HH_2,0.653388435317944,1
29,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,HH_3,0.6823151949529014,6
30,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:10,HH_4,1.1470363441597284,5
31,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,HH_0,0.8162423363833715,4
32,macro_Caiani,macro_Caiani,Scenario1,1,1,2019-12-18T15:10,HH_1,0.855552785897483,1
