index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:05, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:05,CG_0,10.300885641186257,0.9652254873770887
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T14:05,CG_0,10.371105456605866,1.0318029714769226
