index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:25, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,Ba_0,29.050878570270758
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,Ba_1,30.630840949916973
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:25,Ba_0,29.050878570270758
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:25,Ba_1,30.630840949916973
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:25,Ba_0,29.050878570270758
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:25,Ba_1,30.630840949916973
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:25,Ba_0,29.050878570270758
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:25,Ba_1,30.630840949916973
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:25,Ba_0,29.050878570270758
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:25,Ba_1,30.630840949916973
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:25,Ba_0,29.050878570270758
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:25,Ba_1,30.630840949916973
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:25,Ba_0,29.050878570270758
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:25,Ba_1,30.630840949916973
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:25,Ba_0,29.050878570270758
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:25,Ba_1,30.630840949916973
17,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:25,Ba_0,29.050878570270758
18,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:25,Ba_1,30.630840949916973
19,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T15:25,Ba_0,29.050878570270758
20,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T15:25,Ba_1,30.630840949916973
21,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T15:25,Ba_0,29.050878570270758
22,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T15:25,Ba_1,30.630840949916973
23,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T15:25,Ba_0,29.050878570270758
