index_no,model,simulation,scenario,run,step,time,agent_name,ammount
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:27, ,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,Ba_0,27.953650470785735
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:27,Ba_1,29.9769108856957
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,Ba_0,27.953650470785735
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-31T15:27,Ba_1,29.9769108856957
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,Ba_0,27.953650470785735
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-31T15:27,Ba_1,29.9769108856957
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,Ba_0,27.953650470785735
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-31T15:27,Ba_1,29.9769108856957
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,Ba_0,27.953650470785735
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-31T15:27,Ba_1,29.9769108856957
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,Ba_0,27.953650470785735
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-31T15:27,Ba_1,29.9769108856957
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,Ba_0,27.953650470785735
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-31T15:27,Ba_1,29.9769108856957
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,Ba_0,27.953650470785735
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-31T15:27,Ba_1,29.9769108856957
17,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,Ba_0,27.953650470785735
18,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-31T15:27,Ba_1,29.9769108856957
19,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T15:27,Ba_0,27.953650470785735
20,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-31T15:27,Ba_1,29.9769108856957
21,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T15:27,Ba_0,27.953650470785735
22,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-31T15:27,Ba_1,29.9769108856957
23,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T15:27,Ba_0,27.953650470785735
24,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-31T15:27,Ba_1,29.9769108856957
25,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T15:27,Ba_0,27.953650470785735
26,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-31T15:27,Ba_1,29.9769108856957
27,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T15:27,Ba_0,27.953650470785735
28,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-31T15:27,Ba_1,29.9769108856957
29,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T15:27,Ba_0,27.953650470785735
30,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-31T15:27,Ba_1,29.9769108856957
31,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T15:27,Ba_0,27.953650470785735
32,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-31T15:27,Ba_1,29.9769108856957
33,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T15:27,Ba_0,27.953650470785735
34,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-31T15:27,Ba_1,29.9769108856957
35,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T15:27,Ba_0,27.953650470785735
36,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-31T15:27,Ba_1,29.9769108856957
