index_no,model,simulation,scenario,run,step,time,agent_name,heat_rate,agent_happiness
0,macro_Caiani,macro_Caiani, ,0,0,2019-12-18T15:16, ,0.0,0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:16,HH_0,1.303243918403517,2
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:16,HH_1,0.9590489931504811,4
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:16,HH_2,0.97470921512786,4
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:16,HH_3,0.8324014338569454,1
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2019-12-18T15:16,HH_4,0.8335978273771414,4
6,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:16,HH_0,1.303243918403517,2
7,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:16,HH_1,0.9590489931504811,4
8,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:16,HH_2,0.97470921512786,4
9,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:16,HH_3,0.8324014338569454,1
10,macro_Caiani,macro_Caiani,Scenario1,0,1,2019-12-18T15:16,HH_4,0.8335978273771414,4
11,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:16,HH_0,1.303243918403517,2
12,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:16,HH_1,0.9590489931504811,4
13,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:16,HH_2,0.97470921512786,4
14,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:16,HH_3,0.8324014338569454,1
15,macro_Caiani,macro_Caiani,Scenario1,0,2,2019-12-18T15:16,HH_4,0.8335978273771414,4
16,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:16,HH_0,1.303243918403517,2
17,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:16,HH_1,0.9590489931504811,4
18,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:16,HH_2,0.97470921512786,4
19,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:16,HH_3,0.8324014338569454,1
20,macro_Caiani,macro_Caiani,Scenario1,0,3,2019-12-18T15:16,HH_4,0.8335978273771414,4
21,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:16,HH_0,1.303243918403517,2
22,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:16,HH_1,0.9590489931504811,4
23,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:16,HH_2,0.97470921512786,4
24,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:16,HH_3,0.8324014338569454,1
25,macro_Caiani,macro_Caiani,Scenario1,0,4,2019-12-18T15:16,HH_4,0.8335978273771414,4
26,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:16,HH_0,1.303243918403517,2
27,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:16,HH_1,0.9590489931504811,4
28,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:16,HH_2,0.97470921512786,4
29,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:16,HH_3,0.8324014338569454,1
30,macro_Caiani,macro_Caiani,Scenario1,1,0,2019-12-18T15:16,HH_4,0.8335978273771414,4
