index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T13:48, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T13:48,CG_0,11.812025768701776,1.10130844116245
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T13:48,CG_0,11.227812073703376,1.1509471040782402
