index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T16:21, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_0,0.891513631220032,2.279581709686523
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_1,0.9425399755085797,1.8930402311711798
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_2,0.7556568175052054,1.9510034612272833
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_3,1.3309893628401142,1.7546297742533161
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_4,0.9958692637782885,2.0932627635203684
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_5,1.045457796666309,1.7907468783582807
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_6,1.1133836510960067,1.7777013482173598
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_7,1.4272643654585226,1.9629238472331367
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_8,0.922005944544166,2.050410735165568
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_9,0.7744796237851213,1.7397186623297263
11,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_10,0.6491622837003008,2.0142680823310464
12,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_11,1.0354142515904536,1.8762660764633003
13,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_12,0.8803442693582083,1.6277828416568967
14,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_13,0.8142871103930804,2.2137983438536675
15,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_14,0.9445937724859281,2.2696757130008964
16,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_15,0.8092887602905208,2.1398199069238735
17,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_16,0.8835294910065736,2.164395541429829
18,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_17,1.0902721834653517,2.0696618010609567
19,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_18,0.9795015480031094,2.2071561870621514
20,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_19,1.316438398862741,1.8173287793888617
21,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_20,1.0488282873933046,1.8626127787076
22,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_21,0.9970662389610802,1.9643859940808772
23,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_22,1.080952338972234,2.168038573616997
24,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_23,0.7747321531112573,2.2676817265503746
25,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_24,1.0436824784356644,1.8163832713445873
26,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_25,0.9668446088356163,2.143657628622296
27,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_26,1.0930895296128442,2.0702196261906614
28,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_27,1.2373392847369762,1.7387859117743711
29,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_28,1.0629627757683382,1.942592861825606
30,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_29,1.3843785042107433,2.177852485843962
31,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_30,1.2411524705673227,2.079585281569072
32,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_31,1.0712794883096026,1.8900253347321752
33,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_32,1.1536856456635856,1.583828245721351
34,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_33,1.4057272674022205,2.153944151627554
35,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_34,1.3464993096884976,1.964573179203779
36,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_35,1.3355306060878893,1.8875327320941193
37,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_36,0.9845273593725666,1.869497234741921
38,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_37,0.7348829806690746,1.850345064304799
39,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_38,0.7623328230590608,1.9483939770357515
40,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_39,1.3059809992887317,2.0977414972538546
41,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:21,HH_40,0.8720520839210915,2.0987010664843817
