index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T15:59, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
11,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
12,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
13,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
14,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
15,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
16,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
17,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
18,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
19,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T15:59,CG_0,29.24169680595789,1.230787401563796
20,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T15:59,CG_1,29.89891642601027,1.0554057784465336
