index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T16:38, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
11,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
12,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
13,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
14,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
15,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
16,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
17,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
18,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
19,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
20,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
21,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
22,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
23,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
24,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
25,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
26,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
27,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
28,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
29,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
30,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
31,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
32,macro_Caiani,macro_Caiani,Scenario1,0,15,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
33,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
34,macro_Caiani,macro_Caiani,Scenario1,0,16,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
35,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
36,macro_Caiani,macro_Caiani,Scenario1,0,17,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
37,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
38,macro_Caiani,macro_Caiani,Scenario1,0,18,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
39,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
40,macro_Caiani,macro_Caiani,Scenario1,0,19,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
41,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
42,macro_Caiani,macro_Caiani,Scenario1,0,20,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
43,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
44,macro_Caiani,macro_Caiani,Scenario1,0,21,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
45,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
46,macro_Caiani,macro_Caiani,Scenario1,0,22,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
47,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
48,macro_Caiani,macro_Caiani,Scenario1,0,23,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
49,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
50,macro_Caiani,macro_Caiani,Scenario1,0,24,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
51,macro_Caiani,macro_Caiani,Scenario1,0,25,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
52,macro_Caiani,macro_Caiani,Scenario1,0,25,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
53,macro_Caiani,macro_Caiani,Scenario1,0,26,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
54,macro_Caiani,macro_Caiani,Scenario1,0,26,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
55,macro_Caiani,macro_Caiani,Scenario1,0,27,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
56,macro_Caiani,macro_Caiani,Scenario1,0,27,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
57,macro_Caiani,macro_Caiani,Scenario1,0,28,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
58,macro_Caiani,macro_Caiani,Scenario1,0,28,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
59,macro_Caiani,macro_Caiani,Scenario1,0,29,2020-01-13T16:38,CG_0,28.885010537949682,0.8960380439016817
60,macro_Caiani,macro_Caiani,Scenario1,0,29,2020-01-13T16:38,CG_1,29.112788466075557,1.4442186136306467
