index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-04T12:35, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-04T12:35,CG_0,11.40888713968897,1.204009039002314
