index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:36, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:36,CG_0,200.55545378982123,0.6557768987810303
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-13T14:36,CG_0,12.048644093251031,0.8985015207169023
