index_no,model,simulation,scenario,run,step,time,agent_name,expected_wage,labor_capacity,employed,demand,consumption,consumption_expected,workforce,total_cash,deposits_cash
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-31T15:25, ,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_0,0.9881128304375725,1.984680616033747,False,1.8604979847785612,2.0311523206365516,2.1469481454277655,1,1.7469191446484063,1.9518595426949938
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_1,1.1034251113181877,2.0450864781409495,False,2.1872356552036654,1.8008860156920867,2.0379419791369933,1,2.026364545054547,1.9889833395263754
3,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_2,1.113933416287865,1.943613552332075,False,2.1386107807263013,2.257789632224777,1.6793561515421107,1,2.0297380489907995,2.370264984666107
4,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_3,1.0527019362828907,1.9340257764526971,False,1.947412260015718,1.9412103456591667,1.6318261546293713,1,1.8871512744700762,2.054226891291913
5,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_4,1.1162042722742356,1.8562010151510013,False,2.1464910502250762,2.2123578627392724,2.0866661926762378,1,1.8570690825490936,2.242593567063894
6,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_5,0.7678409222294083,1.8657572598502672,False,2.057858296576858,1.9339885167308273,2.118121655625767,1,2.310389924741447,2.246829470693936
7,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_6,0.9990510139941777,1.9379573384623259,False,2.018829807390127,2.0998398361661024,2.034725589838439,1,1.9506018600466744,1.7997643285994815
8,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_7,0.8073041543647697,1.8680200085781347,False,2.1326249160474395,2.023064766710084,1.6492233893860124,1,2.081830906910167,2.2736388966859415
9,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_8,1.3745347578572789,1.9771241473043821,False,2.484096935802874,1.7783721029781272,2.1145343213189975,1,2.0877978393671106,1.967131945180072
10,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_9,1.1537890446776862,2.1810059403973967,False,1.9915343761277018,2.018656946268062,2.014923328214025,1,1.9258076419659622,1.9018077876721466
11,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_10,0.595875336548611,1.7110782405293614,False,2.0167980238581955,1.979391140196385,1.8043102238702382,1,2.1314240638826187,2.1697070782626295
12,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_11,1.269709047028781,2.005247170718132,False,1.907167608961125,1.8417692441429665,1.9171576667088863,1,1.8204404191004497,1.735462836554271
13,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_12,1.149577627344109,1.9640287404123005,False,1.7019440136110735,1.8617681525700474,2.335038816111788,1,2.04321435288487,2.0107927384202497
14,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_13,1.1878735943588419,2.020502377965479,False,1.9973663385242835,2.076915349450624,1.6833761585377542,1,2.1818281828068242,2.050477773138675
15,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_14,1.098078634841536,1.9995434051914427,False,1.880030343009596,1.876824812940613,1.9192004806704261,1,2.0938845724375694,1.844284640999147
16,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_15,1.6407189236039483,2.0201001087368686,False,2.1700820371208596,2.18911897384449,2.28699621511513,1,2.0481522365774048,1.6398181679065913
17,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_16,1.1637362578802992,1.5756592268806535,False,2.0484089676790154,1.7388320245734195,2.2219806041326224,1,1.8541194539930215,2.0467380636296997
18,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_17,0.8230336995734864,1.809384681078391,False,2.1209474647800137,2.0482420805453945,2.138705652562421,1,2.128182924302717,2.0471780306692824
19,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_18,0.8646431707665837,1.897250930682594,False,1.6206100087655986,1.7222001053657174,2.0994948414022554,1,2.15898234813869,2.080965319382554
20,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_19,0.5346393226919244,2.3855188863433003,False,2.091405777866501,2.162300654629445,1.8898756278982785,1,2.1296823899297674,2.0018049339922195
21,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_20,1.0858598724594104,1.979080868696219,False,2.1361150936249613,1.921285544990127,2.1662954493034823,1,2.033079684931587,1.9161561786597914
22,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_21,0.8518439575558288,2.106788865553356,False,1.8563364685753618,2.5571963150273764,2.123557266393193,1,1.855079618912328,2.157589184704323
23,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_22,0.947826609191651,2.139603181714904,False,2.1458734599924667,1.7109314487635974,2.426020272534767,1,1.692575487116724,1.8637490755324362
24,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_23,1.138042978926095,2.0792608782961053,False,2.02704695926877,2.133718789958778,1.8532442973395205,1,1.788637086502926,2.2013142606140508
25,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_24,1.148795102373956,2.191365720015912,False,1.9659873694128402,2.2195673381775163,1.7413493548631955,1,1.6009230307669138,2.088482043946482
26,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_25,0.7500299166103482,2.454277561434707,False,2.1516127888935155,2.187624430425794,1.9541961092174864,1,2.079947619686306,2.2717123344251684
27,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_26,1.1530007629149137,2.1535383295409622,False,1.5611955223548086,1.9321261774145166,1.9585780717560222,1,2.1091053986921526,1.9220660181710516
28,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_27,1.192382771406807,1.7943801889838924,False,1.9273754281758848,2.0491433998112676,2.2812372365556026,1,1.883591356244172,1.8507254683976921
29,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-31T15:25,HH_28,0.9222862431388645,2.235194856308794,False,1.8088767907424324,2.1268572269394905,1.8796930489556019,1,2.121821994907548,2.077463200187964
