index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-13T14:42, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
2,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
3,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
4,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
5,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
6,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
7,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
8,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
9,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
10,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
11,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
12,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
13,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
14,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
15,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
16,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
17,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
18,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
19,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:42,CG_0,200.21556069290668,0.8030117063683392
20,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-13T14:42,CG_1,198.4430879826788,1.1795008483600227
