index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,offered_wage
0,macro_Caiani,macro_Caiani, ,0,0,2020-01-04T12:43, ,0.0,0.0
1,macro_Caiani,macro_Caiani,Scenario1,0,0,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
2,macro_Caiani,macro_Caiani,Scenario1,0,1,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
3,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
4,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
5,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
6,macro_Caiani,macro_Caiani,Scenario1,1,0,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
7,macro_Caiani,macro_Caiani,Scenario1,1,1,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
8,macro_Caiani,macro_Caiani,Scenario1,1,2,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
9,macro_Caiani,macro_Caiani,Scenario1,1,3,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
10,macro_Caiani,macro_Caiani,Scenario1,1,4,2020-01-04T12:43,CG_0,9.519606913315553,0.9391925263230986
11,macro_Caiani,macro_Caiani,Scenario2,0,0,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
12,macro_Caiani,macro_Caiani,Scenario2,0,1,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
13,macro_Caiani,macro_Caiani,Scenario2,0,2,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
14,macro_Caiani,macro_Caiani,Scenario2,0,3,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
15,macro_Caiani,macro_Caiani,Scenario2,0,4,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
16,macro_Caiani,macro_Caiani,Scenario2,1,0,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
17,macro_Caiani,macro_Caiani,Scenario2,1,1,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
18,macro_Caiani,macro_Caiani,Scenario2,1,2,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
19,macro_Caiani,macro_Caiani,Scenario2,1,3,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
20,macro_Caiani,macro_Caiani,Scenario2,1,4,2020-01-04T12:43,CG_0,10.873580203453896,0.9721098783753519
